text,task,label
"I am afraid I am unfamiliar with Mr Do Bee.
As far as my comments are concerned my conscience is quite clear that none of them are homophobic. I have written nothing which can be construed as expressing hatred or fear of homosexuals. I have written nothing that can't be found in the Scriptures, the Catechism or any other teachings of the Catholic Church.",toxic,clean
He can't be a great athlete; he cheated on his wife.,fallacy,ad hominem
I am pleasantly surprised at this point Mr. Brown is not backing down. She and her government are on trial in the court of public opinion. Her government`s past history reeks of corruption with its cronyism and pandering.,toxic,clean
A Houston school district analysis found that the (State Board of Education) more than quadrupled the number of historical figures students must learn about.,claim,opinion
"An allegation should be ""sufficient"" for an investigation, if that's what you mean?? “Research has consistently shown that false allegations of child sexual abuse by children are rare.” (leadershipcouncil.org)",toxic,clean
"Condolences to the families, friends and to their communities. Looks like they both had lived long lives in Alaska and must have touched many lives.",toxic,clean
God forbid if they passed jaywalking laws. How about a sting and bust bike and pedestrians for not following the rules instead of just drivers.,toxic,clean
"In the winter of 1683-84 the Thames froze over for seven weeks , during which it was `` passable by foot '' , according to historical records .",fallacy,fallacy of relevance
Took the words right out of my mouth...,toxic,clean
"Another example of DOT FAILING under Ford Fuchigami.  He's been in the job over two administrations, but it didn't stop him from blaming his predecessor.  Time to hire someone who knows something about something, and has experience OUTSIDE of gov't.  DOT Harbors is the next train wreck coming, and it's run by two guys who have moved from agency to agency.  Sad, really.",toxic,clean
"In a recent list of the 25 cleanest cities in the world , the only country to boast three cities among the cleanest on the planet was the United States of America , with Chicago coming in second place , Honolulu coming in fourth , and Portland , OR , coming in sixteenth . Unsurprisingly , no cities from China , Russia or India made the list at all . Similarly , another list of the 15 most polluted cities in the world featured three cities from China , three cities from Saudi Arabia , and a whopping seven cities from India .",fallacy,fallacy of relevance
Tens of thousands of people are already dying in heat waves made worse by global warming .,fallacy,fallacy of logic
"""Arrangements have been made to reimburse the state.""

Don't forget to pay interest on that money to at least the tune of current inflation. I mean, if you're really interested in doing the right thing here.",toxic,clean
"As the CEO of eBay, ""Whitman started a separate division that only sells porn.""",claim,opinion
"On Lee Fishers watch, almost nine out of 10 jobs that Ohio lost were lost to other states, not to other countries.",claim,factual
"For the first time in 35 years, we have more businesses closing than starting.",claim,opinion
Says Mitt Romneys carried interest income was a tax trick.,claim,misleading
"This is usually used in a company's slogan, using words that are very vague and nonspecific, but sound really nice. ex: ""Eat Fresh."" ""Expect More. Pay Less.""",fallacy,appeal to emotion
"Girdwood resident - APD was initially contacted to take over Girdwood police when AST announced their withdrawal. They said that they ""were not a department set up for rural law enforcement"" and due to their structure and union rules, Girdwood would be assigned a minimum of fifteen full time officers at a cost of $1.3 million per year to the town (far beyond the mill rate increase voted upon by residents). Whittier on the other hand offered  2-3 officers, 24hr service, with roughly 12 hours of dedicated patrol for $619,000 per year. AST response times over the past several years in Girdwood were highly variable (a major source of contention in the community), depending on the location of troopers, often between 2-24 hours. I couldn't find recent 911 call info but I believe it was around 400 calls per year.",toxic,clean
"After all, most Kindergartners are capable of learning and will grow up...",toxic,clean
